id,title,release_date,year,genres,budget,revenue,popularity,production_companies,production_countries,spoken_languages
1220780,vs Yack (a jarty original),2023-12-21,2023,"['Comedy', ' Drama', ' Documentary']",6000000,2,0.0,['A24'],Israel,Hebrew
1220872,Bukan Arwah Madhya,2019-09-02,2019,"['Horror', ' Mystery']",8000,2000,0.0,"['Orbisflix', ' Orbisflix']","Indonesia, Malaysia","English, Indonesian, Malay"
1223057,Memorium,2023-12-27,2023,"['Drama', ' Science Fiction']",713,194,0.0,"['Kurawon Studio', ' UMN (Universitas Multimedia Nusantara)']",Indonesia,Indonesian
1195419,"Bad Cop, no Donut",2021-10-22,2021,"['Mystery', ' Comedy', ' Crime']",20,1,0.615,['Dazione Productions'],New Zealand,English
84132,Kanske En Gentleman,1950-12-26,1950,"['Drama', ' Comedy']",50,60,0.6,['Svensk Talfilm'],Sweden,Swedish
1190352,A Rats Arse,2020-10-10,2020,"['Documentary', ' Comedy']",200,200,0.6,['RMIT University'],Australia,English
1231262,Vidhi: The Resolution,2023-11-10,2023,"['History', ' Drama']",18500000,72394200,0.6,['Suhara Entertainment'],India,Telugu
1189292,Achilles Does a Roundhouse Kick,2020-12-12,2020,['Action'],1,1,0.6,['HoustonionTheGreat'],United States of America,English
1190183,A Love Letter to Cinema,2023-10-12,2023,"['Comedy', ' Animation', ' Horror']",5,5,3.953,['Stargazer Productions'],United States of America,"English, No Language"
1230302,Madhan Ramu,2022-10-21,2022,['Thriller'],21720150,127068796,0.6,['DVV Project'],India,Telugu
1225307,Dadmance,2017-04-24,2017,['Comedy'],3,3,0.6,['chubfilms'],United Kingdom,English
1211954,Boishakhi Hawa,2019-04-14,2019,['TV Movie'],3000,5000,0.6,"['Deadline Entertainment', ' Bangali Films', ' Factor Three Solutions', ' Telehome']",Bangladesh,Bengali
1211929,Kongkaboti,2021-01-11,2021,['TV Movie'],2000,3500,0.6,"['Bangali Films', ' Factor Three Solutions']",Bangladesh,Bengali
1211900,The Last Man,2021-05-18,2021,['Documentary'],1500,2500,0.6,"['Factor Three Solutions', ' Bangali Films']",Bangladesh,Bengali
1211962,Backspace,2018-08-29,2018,['TV Movie'],3000,3200,0.0,"['Drik', ' Bangali Films', ' Factor Three Solutions']",Bangladesh,Bengali
1204685,escape,2021-03-21,2021,"['Drama', ' Mystery', ' Romance']",1,1,0.6,['BlueBrick Productions'],United States of America,English
1197452,The Black Void,2022-01-01,2022,"['Crime', ' Drama', ' Thriller', ' Horror']",3700,6600,0.0,"['P.M.F Directorate of Media', ' HK Post Production']",Iraq,Arabic
1219493,A Gluten-Free Christmas,2023-12-18,2023,['Comedy'],1,1,0.0,['Watermelonmen Media'],United States of America,English
1220049,Johan Archiles Interview With Mandy Rose,2022-06-12,2022,['Family'],264,117,0.0,['YouTube'],United States of America,English
1220059,Interview To Miranda Cosgrove,2023-08-31,2023,['Comedy'],219,98,0.0,['YouTube'],United States of America,English
1220084,"Interview To Laci Mosley And Jaidyn Triplett, Cast Of Icarly, By Johan Archiles",2023-05-31,2023,['Comedy'],190,102,0.0,['YouTube'],"Colombia, United States of America, France, Japan, Venezuela",English
1220088,Rastgele Orsa,2012-11-10,2012,['Documentary'],20000,50000,0.0,['Nortarts'],Turkey,Turkish
1220069,Interview With Kayla Braxton WWE Reporter By Johan Archiles,2022-07-26,2022,['Comedy'],130,80,0.0,"['YouTube', ' WWE Studios']",United States of America,English
1220034,Interview To Nikki Bella By Johan Archiles,2022-06-05,2022,['Comedy'],150,110,0.0,['YouTube'],United States of America,English
1218617,violation,2004-06-11,2004,"['Documentary', ' Crime', ' War']",6000,4000,0.0,['Al-Diyar Production'],Iraq,Arabic
1213329,Deck of Cards,2023-12-02,2023,"['Drama', ' Thriller']",100,200,0.0,['PunkHouse TV'],Norway,Norwegian
1197898,(Taylor's Version),2023-10-01,2023,['Comedy'],1000,1000,1.908,"['White Owl', ' @EnterDLP']",India,"English, Hindi"
1272903,ليمون حلو,1972-06-12,1972,"['Drama', ' Romance']",5,3,0.6,['تليفزيون جمهورية مصر العربية'],Egypt,Arabic
1271337,EDDY,2015-09-23,2015,['Drama'],50000,1000000,0.6,"['Zen Movie', ' La Presidenza del Consiglio dei Ministri']",Italy,"Arabic, English, Italian"
1271458,Nature Planet: House of Squirrels,2024-04-19,2024,"['Comedy', ' Documentary']",75,84,0.0,['Chi Alpha Productions'],United States of America,English
1270811,CAMALEONES,2024-04-19,2024,"['Thriller', ' Drama']",250,500,0.6,['Monkey TV'],Mexico,Spanish
1270968,Zombie-19,2021-06-07,2021,"['Adventure', ' Mystery', ' Science Fiction']",400,300,0.0,['Lines New Cinemas'],Italy,Italian
1277182,IN THE STEAMBOAT WILLIEE,2024-01-09,2024,"['Horror', ' Thriller']",5,5,0.0,['SantiFilms'],Guatemala,English
75031,The Playaz Court,2000-01-01,2000,"['Drama', ' Action']",10000,10000,1.404,['Lions Gate Films'],United States of America,"English, Spanish"
1288815,Are we the only ones?,2023-06-07,2023,['Drama'],24,25,0.807,['Vivek Augusthy Production'],India,Malayalam
1292473,Being a Comedian Joker in the Oldest Muaythai Gym ended in a Fight!,2024-05-20,2024,"['Comedy', ' Documentary', ' TV Movie', ' Drama']",100000,100000,1.4,['Austmon'],"Australia, Thailand, United States of America",English
1290480,Who is DJ Rubbish?,2005-01-01,2005,"['Documentary', ' Music', ' Drama']",300,350,0.6,['Soul Prolapse'],United Kingdom,English
1290064,Más allá del viaje,2023-04-15,2023,"['Drama', ' Fantasy']",200,50,0.6,"['El Regaño', ' SKY LAND Studios']","Argentina, Venezuela","Spanish, English"
1290076,"Mérida, Tiempo y Naufragio.",2018-02-15,2018,"['Drama', ' Documentary']",50,10,0.6,"['El Regaño', ' SKY LAND Studios']",Venezuela,Spanish
1281298,Gentlemen's Stroll,2024-04-24,2024,['Comedy'],250,7000,1.4,"['Treeline Studios', ' Treeline Studios US']",United States of America,No Language
1278642,ドラゴンボールZ 危険なふたり!超戦士はねむれない,1994-03-12,1994,"['Animation', ' Action', ' Science Fiction']",4144,154789,0.0,['东映株式会社'],Japan,Mandarin
73051,A Third Wish,2009-06-06,2009,"['Drama', ' Comedy']",1500000,625902,0.6,['Slovo XXI vek'],Russia,Russian
1242546,the evil FNAF attack,2007-03-12,2007,['Horror'],1,2000000,0.0,"[""Mulita's Films""]",Brazil,Portuguese
1243359,Playback Time,2007-05-16,2007,"['Drama', ' Thriller', ' Mystery']",50000,50000000,0.752,['Carson Clay Productions Co Ltd'],United States of America,English
1245955,... despertar en mi cama.,2023-12-12,2023,['Thriller'],40,5,0.0,"['Astrolabio', ' Cinemateca Universitaria Enrique Ponce Garay']",Honduras,Spanish
1246980,Treeline,2023-07-11,2023,"['Thriller', ' Horror', ' Drama', ' Crime']",500,6956,0.0,"['Treeline Studios US', ' Treeline Studios']","Uganda, United States of America","English, No Language"
1246990,A Bite for Dinner,2024-02-18,2024,"['Thriller', ' Animation', ' TV Movie']",900,6,0.0,"['Treeline Studios US', ' Treeline Studios']",United States of America,"Cree, English"
78019,Motorkavaljerer,1950-03-13,1950,"['Drama', ' Comedy', ' Adventure']",50,60,0.6,"['Sandrews', ' Stockholm Film']",Sweden,Swedish
1234462,Halo 4,2012-11-06,2012,"['Science Fiction', ' Action', ' Adventure']",40000000,220000000,0.0,['343 Industries'],United States of America,English
1233668,JUST KEN,2023-07-24,2023,"['Thriller', ' Horror', ' Comedy', ' Drama']",30,5,0.0,['Mingus Productions'],Australia,English
1238559,Golden Pen,2020-04-25,2020,"['Fantasy', ' Adventure', ' Thriller', ' Horror', ' Comedy']",120,602,0.0,['YouTube Originals'],India,"English, Tamil"
1238613,Iste  Benim Okuma Bayramim,2007-05-27,2007,['Documentary'],20000,30000,0.0,['Persona Sanat'],Turkey,Turkish
1238997,Bowser Sees Space Jam,2023-12-31,2023,['Comedy'],5,5,0.0,['Warner Bros. Pictures'],United States of America,English
1236207,Tim Kim's Great Escape,2024-01-25,2024,['Action'],1316,25,0.0,['Tickle Gang'],United States of America,English
1237502,SILENTLY UNITED,2024-01-25,2024,"['Drama', ' Adventure']",300,5000,0.0,['Smooth Feather Productions'],United States of America,English
1237183,10 Things I Hate About You,2009-07-07,2009,['Comedy'],13000000,1000000,0.0,['ABC'],United States of America,English
1255487,There Had Better Be Blood,2010-02-21,2010,['Comedy'],15000,500,0.0,"['Inspiration Studios', ' Dog Pound Productions', ' Panavision LTD', ' Final Sound', ' Charlie Boy Productions']",Australia,English
1256728,Short Shits,2024-03-08,2024,"['Horror', ' Comedy', ' Documentary']",200,300,1.4,['Sick On Cinema'],United States of America,English
1261537,Risking Life,2022-11-22,2022,"['Drama', ' Family']",1500,3500,0.0,['jeefilms'],Indonesia,Indonesian
1262469,Opportunities,2023-05-20,2023,"['Adventure', ' Drama', ' Thriller']",444,444,0.0,['Pink Moose Productions'],United States of America,English
1262046,Mr Surgeoner's Higher History Revision,2023-06-11,2023,"['History', ' Drama', ' Documentary', ' Fantasy', ' War']",7,8,0.0,['Belmont Academy'],United Kingdom,English
1260786,Dreamed to sea,2023-11-16,2023,"['Documentary', ' Drama']",5000,500,0.6,"['Las Ninas Films', ' navegantes Audiovisuales']",Mexico,Spanish
1250204,Возвращение Морпеха,2020-06-16,2020,"['Action', ' Comedy']",10,45,0.6,['Chernoe/Beloe'],Russia,Russian
1251312,JOAO GABRIEL CURTAS - A GELADEIRA X,2021-11-02,2021,['Comedy'],60000,60000,0.6,['Ilha Engracada Studios'],Brazil,Portuguese
1251315,JOAO GABRIEL CURTAS - O ÚLTIMO DIA!,2021-11-16,2021,['Drama'],100000,100000,0.6,['Ilha Engracada Studios'],Brazil,Portuguese
1251306,JOAO GABRIEL CURTAS - DIA DO LIMÃO,2021-10-31,2021,['Comedy'],900,9000,0.6,['Ilha Engracada Studios'],Brazil,Portuguese
1251301,JOAO GABRIEL CURTAS - O DIA DA BANANA!,2021-10-24,2021,['Comedy'],12,13,0.6,['Ilha Engracada Studios'],Brazil,Portuguese
1251186,JOAO GABRIEL - [O ROUBO DA BANANA DE OURO],2021-07-19,2021,['Adventure'],900,9000,0.6,['Ilha Engracada Studios'],Brazil,Portuguese
1251183,JOAO GABRIEL - O ATAQUE,2021-07-20,2021,"['War', ' Action']",400,400,0.6,['Ilha Engracada Studios'],Brazil,Portuguese
1250566,Буря безумия,2020-07-14,2020,"['Science Fiction', ' Thriller']",10,23,0.0,['Chernoe/Beloe'],Russia,Russian
1250773,Ilha Engraçada Histórias - O Macaco Ferreiro,2022-02-28,2022,"['Adventure', ' Comedy', ' History']",900,9000,0.6,['Ilha Engracada Studios'],Brazil,Portuguese
1250757,Ilha Engraçada Histórias - O Cavaleiro Obesidade,2024-02-20,2024,"['Adventure', ' Comedy']",12,13,1.4,['Ilha Engracada Studios'],Brazil,Portuguese
1248313,Mannen Henger,2023-08-23,2023,['Documentary'],5000,1330,1.4,['AUR Projects'],Norway,"Norwegian, Norwegian Bokmål"
1247881,Bash das Peladinhas,2024-03-23,2024,"['Comedy', ' Drama', ' Crime', ' Documentary']",10,200,0.0,['Naked of Rights'],Brazil,Portuguese
1251982,Donner Party 2,2024-03-01,2024,"['Drama', ' Romance', ' Thriller']",4,30,0.0,['Old Money Productions'],United States of America,English
1096649,Aprilis,2023-03-03,2023,"['Drama', ' Thriller']",25,175,0.6,"['Gymnasium ""Consul"" #86']",Ukraine,Ukrainian
1095181,Sugus Trip,2022-07-13,2022,"['Comedy', ' Science Fiction']",200,220,0.6,['Cineditar Films'],Argentina,Spanish
1094670,True Darkness: KEEP MOVING,2021-10-31,2021,"['Horror', ' Mystery', ' Thriller']",500,500,0.6,['NOMAD COUTURE'],United States of America,English
1101427,The Life of Earl Ray,2023-03-24,2023,['Drama'],60,61,0.6,['Skat Play'],United States of America,English
1102520,Door 11,2014-01-09,2014,['Thriller'],1000,1000,0.6,['Sibú Films'],Costa Rica,Spanish
1098640,A Jornada,2022-07-14,2022,['Documentary'],1000,1000,0.6,['Olhar Espelhar Filmes'],Brazil,No Language
1089448,Les Céréales mielleuses,2023-02-15,2023,['Drama'],70,2,0.6,['Universal'],France,French
1086693,Out of the Night: The Stephen Arrington Story,1995-06-09,1995,"['Action', ' Drama', ' TV Movie']",50000,100000,0.6,['The Wyland Group'],United States of America,English
1087108,"Bret ""Hit Man"" Hart: His Greatest Matches",1993-07-05,1993,['Adventure'],998,1048,0.804,"['World Wrestling Entertainment (WWE)', ' World Wrestling Federation (WWF)', ' WWF Home Video']","East Germany, Germany, United States of America","English, German"
1086241,Close Up of Solitude,2021-05-05,2021,['Drama'],500,1000,0.6,['Cup of Pictures (DE)'],Germany,German
1086400,The Wood's Killer,2023-02-28,2023,"['Horror', ' Drama', ' Action']",10,10,0.0,['Artistchase7 productions'],United States of America,English
1089934,Bitter Tears of Kamenka Herz,2022-12-23,2022,"['Drama', ' Fantasy']",100,1000,0.6,['Helini filmaši'],Croatia,Croatian
1091404,最后的武林,2017-02-14,2017,"['Comedy', ' Action']",500000,50000,0.6,"['莱可传媒', ' 南都娱乐']",China,Mandarin
1090993,VROLOK,2018-07-13,2018,"['Romance', ' Mystery', ' Fantasy']",20,100,0.6,['Lolly Vômito'],Brazil,Portuguese
1090959,Lemon man vs the Multiverse,2023-02-24,2023,"['Animation', ' Science Fiction', ' Comedy', ' Thriller']",399,100,0.928,"['Lemon Pictures', ' I.E.Studios', ' Feakystien productions']",United Kingdom,English
1116689,The Lighthouse Fan Film,2023-04-19,2023,"['Horror', ' Thriller']",50,5,0.6,"[': Hilario Abad', ' José Luis Bustillo', ' Pedro Vasallo']",Brazil,English
1113094,MOVING DAY,2023-04-04,2023,"['Thriller', ' Comedy']",293,18,0.6,['Red Tower Films'],United States of America,English
1112764,Escaping Chad,2020-06-16,2020,"['Action', ' Adventure']",8,10,0.6,['Shmeat Films'],United States of America,"English, French"
1112767,The Stalker,2020-12-12,2020,"['Horror', ' Thriller']",1,1,0.6,['Shmeat Films'],United States of America,English
1120371,Moving In On Daddy,2015-06-02,2015,"['Adventure', ' Family', ' Horror', ' Romance']",1000,10000,0.6,['etsy'],United States of America,English
1117561,Vengeance Sombre des Monts d'Arrée,2023-06-22,2023,"['Drama', ' Adventure']",50,120,0.0,['Mathias Booz'],France,French
1106089,Heaven and Hell: Creating Cocos Create,2023-03-28,2023,"['Documentary', ' Comedy']",100,200,0.6,['EOR Productions'],United States of America,English
1105994,La paradoja Sellami,2022-12-08,2022,['Western'],1000,5,0.6,['Picazo Productions (SPA)'],"Spain, Tunisia",Spanish
1106208,The Veteran,2023-03-29,2023,"['Drama', ' Thriller', ' Mystery']",50,10,0.6,"['177 Productions', ' MGee Films', ' SlippoHippoProductions']",United Kingdom,English
1104979,Double Face,1997-03-17,1997,['Drama'],10000,200000,1.091,['Sameba'],Georgia,Georgian
1110727,Psalms,2003-01-02,2003,"['Animation', ' History', ' Drama']",5000,5000,0.6,['Albino Fawn Productions'],United States of America,English
1111277,Das Miro Projekt,2023-05-29,2023,['Science Fiction'],7,200,0.748,['Omenkà'],Germany,German
1108379,Renart Ushio #4,2020-11-20,2020,"['Documentary', ' History']",5,5,0.6,['Hugo Martins prod'],France,French
1108927,Dhakad Chhora,2004-10-08,2004,"['Romance', ' Family', ' TV Movie', ' Comedy']",100000,500000,0.6,['Rajlakshmi Movies'],India,Hindi
1058724,Birdsong,2022-12-07,2022,"['Drama', ' Horror']",1000,500,1.4,['Cinelimb'],United Kingdom,English
1058764,姑娘小伙正当年,1984-01-01,1984,"['Drama', ' Comedy']",100,100,1.09,['Shanghai Film Studio'],China,Mandarin
1058765,Hello! Bikini,1989-01-01,1989,['Drama'],100,100,0.6,['Inner Mongolia Film Studio'],China,Mandarin
1058769,Hong liu lü liu,1983-04-01,1983,['Drama'],100,100,0.6,['Shandong Film Studio'],China,Mandarin
1060343,PAVO 90,2009-09-23,2009,"['Comedy', ' Western']",5,14,0.6,['CINE RAPIDO'],Venezuela,Spanish
1060192,Comi uma chinesa,2022-12-06,2022,"['Drama', ' Adventure']",10,10,0.6,['ninguem'],Portugal,Portuguese
151175,Animal Channel,2009-03-27,2009,"['Drama', ' Animation']",1209006,1500000,0.6,"['Extra Extremadura de Audiovisuales S.A.', ' Barton Films', ' Ministerio de Cultura España', ' Canal Extremadura', ' EiTB']",Spain,Spanish
1057333,深谷尸变,1985-01-01,1985,['Horror'],100,100,0.6,['峨嵋电影制片厂'],China,Mandarin
1057337,山城雪,1980-01-01,1980,['History'],100,100,0.6,['峨眉电影制片厂'],China,Mandarin
1057341,森吉德玛,1985-01-01,1985,['Drama'],100,100,0.6,['内蒙古电影制片厂'],China,Mandarin
1057346,萨里玛珂,1978-01-01,1978,['Drama'],100,100,0.6,['北京电影制片厂'],China,Mandarin
1057324,Shen mao yu tie zhi zhu,1989-01-01,1989,['Drama'],100,100,0.6,['Inner Mongolia Film Studio'],China,Mandarin
1057317,神秘的旅游团,1992-01-01,1992,['Mystery'],100,100,0.6,['深圳影业公司'],China,Mandarin
1057384,戎马书生,1990-01-01,1990,"['History', ' War']",100,100,0.6,['峨眉电影制片厂'],China,Mandarin
1058317,Du Juan sheng sheng,1983-01-01,1983,['Drama'],100,100,0.6,['Guangxi Film Studio'],China,Mandarin
1058321,Erhai qing bo,1986-01-01,1986,['Romance'],100,100,0.6,['Yunnan Minzu Film Studio'],China,Mandarin
1058324,Feng kuang ge nu,1988-01-01,1988,['Crime'],100,100,0.6,['Inner Mongolia Film Studio'],China,Mandarin
1058301,Da xue sheng yi shi,1987-01-01,1987,['Drama'],100,100,1.4,['Beijing Film Studio'],China,Mandarin
1058346,Qi er lao xiao,1984-01-01,1984,['Drama'],100,100,0.6,['Nanjing Film Studio'],China,Mandarin
1057464,春催桃李,1961-01-01,1961,['Drama'],100,100,0.6,['上海海燕电影制片厂'],China,Mandarin
1057466,Da liang shan chuan qi,1988-01-01,1988,"['History', ' Drama']",100,100,0.6,['Emei Film Studio'],China,Mandarin
1057854,damgo sa kahitas-an,2022-12-06,2022,['Drama'],1000,1000,0.6,['projected motions'],Philippines,Tagalog
1064235,The Roundhay Mystery,2022-04-20,2022,['Mystery'],100,100000,0.6,['IN MEMORY OF MR. DEZIO'],United States of America,English
1061967,水晶心,1981-01-01,1981,['Drama'],100,100,0.6,['辽宁电影制片厂'],China,Mandarin
1061411,The Italian Alphabet,2015-07-14,2015,['Drama'],2000,2000,0.657,['Make A Wish Film Productions'],United Kingdom,English
1062983,Happy New Year,2016-11-04,2016,['Thriller'],5000,250,0.6,['sketch'],United States of America,English
1063293,The Night of the Dead Alive Filmmakers,2008-03-08,2008,['Horror'],600,5,0.6,['CULTZONE Filmes'],"Brazil, United States of America",Portuguese
1063286,DOC Eaten by the Edges Junk Foods,2009-06-01,2009,['Documentary'],200,1,0.6,['CULTZONE Filmes'],Brazil,Portuguese
1051276,Dancing on the Grave,2022-10-27,2022,"['Drama', ' Comedy']",2000,1,0.896,['Akademija likovnih umjetnosti (ALU) Zagreb'],Croatia,Croatian
1051428,朦胧中的罪恶,1994-10-01,1994,['Mystery'],100,100,0.6,['潇湘电影制片厂'],China,Mandarin
1051434,喋血金兰,1992-10-01,1992,['Drama'],100,100,0.6,['天山电影制片厂'],China,Mandarin
1051437,喋血嘉陵江,1992-10-01,1992,['Drama'],100,100,0.6,['峨嵋电影制片厂'],China,Mandarin
1051439,喋血黑谷,1984-01-01,1984,['Drama'],100,100,0.6,['潇湘电影制片厂'],China,Mandarin
1048933,Frates in Inferno,2022-12-02,2022,"['Horror', ' Fantasy', ' Thriller', ' Comedy']",5,1,0.6,"['Withered Up Productions', ' Jayper Productions']",United States of America,"English, Latin"
1054722,The Buroto River,1989-01-01,1989,['Drama'],100,100,0.6,['Guangxi Film Studio'],China,Mandarin
1054727,彩月和她的情人,1992-01-01,1992,['Drama'],100,100,0.6,['云南民族电影制片厂'],China,Mandarin
1054732,朝前走莫回头,1994-01-01,1994,['Drama'],100,100,0.6,['潇湘电影制片厂'],China,Mandarin
1054103,Dictatorship bulletin (The democratic truth),2022-08-19,2022,['Documentary'],100,163,0.6,"[""Aditya's group""]",India,Hindi
1054354,宝贝小偷与大盗,1991-01-01,1991,"['Mystery', ' Drama']",100,100,0.6,['北京电影制片厂'],China,Mandarin
1054357,Gemstone Ring,1985-01-01,1985,"['Drama', ' Crime']",100,100,0.6,['Inner Mongolia Film Studio'],China,Mandarin
1054417,不该凋谢的玫瑰,1981-01-01,1981,['Drama'],100,100,0.6,['广西电影制片厂'],China,Mandarin
1054425,Bu yi le hu,1994-01-01,1994,"['Drama', ' Comedy']",100,100,0.6,['Pearl River Film Studio'],China,Mandarin
1054402,冰山脚下,1984-01-01,1984,"['Drama', ' Romance']",100,100,0.6,['天山电影制片厂'],China,Mandarin
1054391,别墅灾星,1991-01-01,1991,['Crime'],100,100,0.6,['北京电影制片厂'],China,Mandarin
1054397,Catch Off Brigand,1994-01-01,1994,['Thriller'],100,100,0.6,['珠江电影制片公司'],China,Mandarin
1055969,湘西剿匪记 上集,1987-01-01,1987,['War'],100,100,0.6,['潇湘电影制片厂'],China,Mandarin
1056156,生死拍档,1994-01-01,1994,['Crime'],100,100,0.6,['北京电影制片厂'],China,Mandarin
1056153,生死千里,1995-01-01,1995,['War'],100,100,0.6,['云南电影制片厂'],China,Mandarin
1056007,Detention Kids,2022-12-01,2022,"['Horror', ' Thriller']",20000,20000,0.6,['NSD Productions'],United States of America,English
1056012,秃秃发型,1991-01-01,1991,['Drama'],100,100,0.6,"['峨嵋电影制片厂', ' 黑龙江电影制片厂']",China,Mandarin
1056016,同龄女友,1987-01-01,1987,['Drama'],100,100,0.6,['广西电影制片厂'],China,Mandarin
1056121,桃色旋风,1992-01-01,1992,['Crime'],100,100,0.6,['潇湘电影制片厂'],China,Mandarin
1056128,太极拳,1985-01-01,1985,['Action'],100,100,0.6,"['西安电影制片厂', ' 汉山（香港）影业制片公司']","China, Hong Kong",Mandarin
1056132,他选择谋杀,1988-01-01,1988,['Crime'],100,100,0.6,['深圳影业公司'],China,Mandarin
1056139,Shuang tou ying zhi mi,1987-01-01,1987,['Mystery'],100,100,0.6,['Emei Film Studio'],China,Mandarin
1056144,Crazy Dragon from the East,1989-01-01,1989,['Action'],100,100,0.6,['珠江电影制片厂'],China,Mandarin
1056148,省城里的风流韵事,1993-01-01,1993,['Drama'],100,100,0.6,['广西电影制片厂'],China,Mandarin
1055508,血泪情仇,1989-01-01,1989,"['Action', ' Drama', ' Adventure']",100,100,0.6,"['潇湘电影制片厂', ' 辽宁电影制片厂']",China,Mandarin
1052431,The Movie Men,2022-12-18,2022,"['Comedy', ' Horror']",500,30,0.6,['KerstKnallers'],Netherlands,Dutch
1051825,唢呐情,1999-05-01,1999,['Drama'],100,100,0.6,['山西电影制片厂'],China,Mandarin
1051832,走出硝烟的女神,2000-07-26,2000,"['War', ' Drama']",100,100,0.6,['珠江电影制片厂'],China,Mandarin
1051875,Yu wang de huo yan,1988-07-06,1988,"['Crime', ' Drama']",100,100,0.6,"['内蒙古电影制片厂', ' Inner Mongolia Film Studio']",China,Mandarin
1051870,浴血疆城,1990-04-05,1990,"['Drama', ' History', ' War']",100,100,0.6,['内蒙古电影制片厂'],China,Mandarin
1051840,走出死亡陷阱,2002-05-01,2002,['Drama'],100,100,0.6,['上海电影制片厂'],China,Mandarin
1051841,周恩来——伟大的朋友,1998-02-13,1998,['History'],100,100,0.6,['浙江电影制片厂'],China,Mandarin
1051855,战国钟声,1997-06-01,1997,['Drama'],100,100,0.6,['湖北电影制片厂'],China,Mandarin
1051924,Yi xiang tian kai,1986-01-01,1986,"['Comedy', ' Fantasy']",100,100,0.6,['Pearl River Film Studio'],China,Mandarin
1053125,白山英雄汉,1992-01-01,1992,"['Drama', ' War']",100,100,0.6,['中国儿童电影制片厂'],China,Mandarin
1053132,Bang piao,1987-01-01,1987,['Drama'],100,100,0.6,['Xiaoxiang Film Studio'],China,Mandarin
1053120,安丽小姐,1989-01-01,1989,"['Action', ' Crime', ' Drama']",100,100,0.6,['北京电影制片厂'],China,Mandarin
1053108,790热线,1997-01-01,1997,['Drama'],100,100,0.6,['潇湘电影制片厂'],China,Mandarin
1053155,Streetwalkin' Cowboy,2020-08-09,2020,"['Comedy', ' Crime', ' Western']",50,100,0.6,['American Underground'],United States of America,English
1078044,The Trial of Rowan McElligott,2023-01-22,2023,"['Comedy', ' Crime']",30,70,0.6,['Nocturne'],United Kingdom,English
1079863,Maamu Tension Nai Leneka,2007-10-12,2007,['Comedy'],1000000,3000000,1.092,"['TELECINE INC PRODUCTIONS', ' Ankit Pictures']",India,Hindi
1077701,Mudoh,2023-05-30,2023,"['Drama', ' Comedy', ' Adventure']",1,1,0.6,['Broke Boys Productions'],"Denmark, Ethiopia, Luxembourg","Danish, English"
1083159,Across the Gulf,2023-01-11,2023,['Drama'],85,1,0.71,['Screen and Film School'],United Kingdom,English
1083207,Spinning Gasing,2000-11-06,2000,"['Drama', ' Music']",563645,113774,0.841,"['Spinning Gasing Films Sdn Bhd', ' Niche Film Sdn Bhd', ' Ashley Grenville and Soundfirm']",Malaysia,"Cantonese, English, Malay"
1084788,Everyday is Christmas,2022-12-13,2022,"['Drama', ' Music']",10,10,0.0,['Jude Nassar'],Lebanon,Arabic
1080270,Fiker Siferd,2005-01-01,2005,"['Drama', ' Romance', ' Crime', ' Thriller']",11000,600000,0.6,"['Teddy Studios', ' Nahom Records Inc.', ' Sebastopol Films']",Ethiopia,Amharic
1068010,!Boomer,2021-03-04,2021,"['Comedy', ' Horror']",5,1,0.6,['Aerosol Memories'],Indonesia,Indonesian
1073594,Unbroken Bonds,2022-07-14,2022,['Thriller'],100,200,0.6,['Deep Dive in Paradise'],Brazil,"English, Portuguese"
1073449,The Unborn Soul,2023-02-03,2023,['Horror'],1000000,1050490,1.4,['MEGA GS'],Vietnam,Vietnamese
1073507,Confluence,2022-08-26,2022,"['Comedy', ' Drama']",1000,1400,0.6,['Studio Québécois'],Canada,French
1072571,To Be Alone,2023-01-11,2023,['Drama'],10,11,1.4,['Kazi Talha Ashraf'],United Arab Emirates,English
1072739,To Be Alone,2023-01-11,2023,['Drama'],10,12,0.6,['Kazi Talha Ashraf'],United Arab Emirates,English
1072173,Stigma Coffee,2022-11-06,2022,['Documentary'],100,1,1.148,['ACT Production'],Indonesia,"Indonesian, Javanese"
1169272,Crow,2023-08-20,2023,"['Drama', ' Horror', ' Thriller']",20,50,0.6,['A7 EYES'],Canada,"English, Persian"
1168799,The Art of Marriage,1970-03-25,1970,['Documentary'],3500,100000,0.6,['Nevada Institute for Family Studies'],United States of America,English
1165593,Gooweiser,2023-05-09,2023,"['Horror', ' Science Fiction', ' Thriller']",50,120,0.6,['Gutpunch productions'],United Kingdom,English
1170074,Those Who Have Only A Dollar,1998-09-29,1998,['Documentary'],1245,3445,0.6,"[""Produ'lon Films""]",France,French
1171357,The Grooks II,2022-10-31,2022,"['Comedy', ' Horror', ' Mystery']",100,100,1.147,['Lausey Films'],United States of America,English
1158749,Scummo the Kid,2023-08-02,2023,"['Western', ' Action', ' Drama', ' Adventure']",10,10,0.6,['Aaron Aaron Byrne Movies'],Ireland,English
1163740,Coffee In The Heat,2023-08-12,2023,"['Comedy', ' Family']",50,50,0.973,['177 Productions'],United Kingdom,English
1161695,Menace To Society,2022-07-28,2022,"['Thriller', ' Action', ' Mystery']",1220,10000,0.6,['Slosh Inc.'],United States of America,English
1162169,English,2022-04-15,2022,['Drama'],54000,900000,0.6,['Ankit Creations'],India,Hindi
1182302,No Good Ideas,2023-09-17,2023,"['Comedy', ' Action', ' Drama']",10,10000,1.808,['Berg'],United States of America,English
1188974,Eastwood,2023-06-12,2023,"['Action', ' Documentary']",20,400,0.637,['FKVK Zaprešić'],Croatia,"Croatian, English"
